ID,Type,Tag,Diffcult,Question,Option1,Option2,Option3,Option4,Answer,AnswerNO
1115,1,,4,“瘦金体”的雅称是：,鹤体,龙体,风体,,瘦金体是宋徽宗（赵佶，1082-1135）创造的书法字体，亦称“瘦金书”或“瘦筋体”，也有“鹤体”的雅称，是楷书的一种。他早年学薛稷，黄庭坚，参以褚遂良诸家，出以挺瘦秀润，融会贯通，变化二薛（薛稷，薛曜），形成自己的风格，号“瘦金体”。其特点是瘦直挺拔，横画收笔带钩，竖划收笔带点，撇如匕首，捺如切刀，竖钩细长；有些联笔字象游丝行空，已近行书。,3
1116,1,,4,我国古代皇帝有庙号、谥号、尊号、年号等，“宋太祖”是：,庙号,谥号,年号,,庙号是中国古代帝王死后在太庙里立宣奉祀时追尊的名号，在称呼时，庙号常常放在谥号之前，同谥号一道构成已死帝王的全号。古代帝王、诸侯、卿大夫、高官大臣等死后，朝廷根据他们的生平行为给予一种称号以褒贬善恶，称为谥或谥号。年号则是中国古代封建皇帝用以纪年的名号。中国古代尊崇皇帝、皇后的称号，宋太祖得尊号为“启运立极英武睿文神德圣功至明大孝皇帝”。,3
1117,1,,4,花岗岩属于哪一类岩石？,火成岩,沉积岩,变质岩,,花岗岩是一种深成酸性火成岩。二氧化硅含量多在70％以上。颜色较浅，以灰白色、肉红色者较常见。主要由石英、长石和少量黑云母等暗色矿物组成。,3
1118,1,,4,麻将的前身是谁设计出来的？,李清照,范仲淹,苏轼,,“打马”是宋代女词人李清照在前人基础上重新设计出来的一种掷骰行马的游戏。有人考证出，“打马”就是麻将的前身，是当时十分流行的一种博戏。李清照酷爱这种博戏，专门为之做赋，还用图文并茂的方式对“打马”的规则做了记录。,3
1119,1,,4,宋政府用什么办法控制流动人口？,保甲募兵,圈地,户籍制度,,宋朝控制流动人口主要有两个政策，一是保甲制，一是荒年募兵制。宋神宗熙宁三年（1070）开始实行保甲制度，十家为一保，五十家为一大保，十大保为一都保。,3
1120,1,,4,国子监的学生通称监生，但又有多个种类，以下哪个不属于监生？,督监,举监,贡监,,国子监的学生通称监生，但有举监、贡监、荫监、例监之别。,3
1121,1,,4,唐宋时的“驻京办”叫什么？,进奏院,进贡院,进言院,,驻京办古已有之，在唐宋两代叫“进奏院”。不过在古代，一般只有省一级单位才有设立驻京机构的资格。进奏院在唐中期出现，一般由政府设立的道(大小相当于今天的省)或节度使的藩镇派出，费用也由地方承担。由于唐中期以后地方节度使独揽军权、财权，皇帝也忌惮三分，因此其驻京办也受到重视。那时进奏院设在皇城要地，占地面积在1100平方米左右，鼎盛时期进奏院长官竟拥有副宰相的地位。,3
1122,1,,4,“二百五”的由来传说与谁有关？,苏秦,商鞅,秦始皇,,苏秦，是个身挂六国帅印的说客，但是被刺客暗杀。齐王设计将苏秦的头颅割下来，将苏秦的头颅悬挂在齐国国都的城门上，并且贴上了告示。说苏秦是个内奸，杀了苏秦的人是英雄，为国除害要赏黄金千两。而杀害苏秦的几个人，看到告示，很是开心。于是这四个人结伴去找了齐王，说是他们几个人杀害了苏秦。齐王问，赏黄金千两，你们四个怎么分？四人就回答说平分，一人二百五。齐王大怒，说道：“来人，将这四个‘二百五’拉出去砍了。”,3
1123,1,,4,“登山则情满于山，观海则意溢于海”是关于文学创作中物与我，情与景关系的论述，出自,《文心雕龙》,《文选》,《古文观止》,,《文心雕龙》写成于齐代，作者刘勰。就其本来意义说，这是一本写作指南，而不是文学概论。刘勰认为文学的发展变化，终归要受到时代及社会政治生活的影响。强调文学创作上的继承和革新的关系。对于物与我、情与景关系有精彩的论述，如：“情以物迁，辞以情发”（《物色》），“登山则情满于山，观海则意溢于海”（《神思》）。,3
1124,1,,4,“醍醐灌顶”的“醍醐”是一种什么东西？,一种食品,装满水的茶壶,一种鸟类,,“醍醐”是从牛乳中反复提炼而得到的甘美食品。佛教常用“醍醐”比喻“无上法味”（最高教义）、“大涅盘”、“佛性”等。至于“灌顶”，原来是古印度新王登基时的仪式：取四大海之水装在宝瓶中，流注新王之顶，象征新王已享有“四海”的统治权力。密宗沿用此法，在僧人升任阿阇黎（规范师）时，“以甘露法水而灌佛子之顶，令佛种永不断故。”后来，诗文中多以“醍醐灌顶”比喻灌输智慧、佛性，除却疑虑，从而心地清凉。,3
1125,1,,4,以“贾者力生，儒者力学”为基点，发挥“贾为厚利，儒为名高”的社会功能的商人集团是,徽商,晋商,浙商,,"徽商以""贾者力生，儒者力学""为基点，竭力发挥""贾为厚利，儒为名高""的社会功能，将二者很好地结合而集于一身，迭相为用，张贾以获利，张儒以求名。",3
1126,1,,4,申不害曾说：“藏于无事，示天下无为”，这指的是：,术,法,势,,申不害主张的“术”，最典型的就是“藏于无事，示天下无为”，这是具体的驾御大臣的权术。要求君主装听不见，装看不见，装不知道事情真相，避免暴露自己，使大臣摸不清君主的底细，没办法投其所好，也就没法掩盖他们自己的缺陷。而君主则可以看得明白，辨别出忠臣和奸佞小人。,3
1127,1,,4,《竹书纪年》是战国时代哪一国的史书？,魏国,齐国,鲁国,,《竹书纪年》是战国时期魏国的史书，共十三篇，叙述了夏、商、西周和春秋、战国的历史。,3
1128,1,,4,“民一于君，事断于法”是以下哪一法家思想家的思想：,慎到,商鞅,韩非子,,慎到主张“民一于君，事断于法”，即百姓、百官听从于君主的政令，而君主在做事是必须完全依法行事。,3
1129,1,,4,我国古代把规定官吏具体行为的专门法律称为什么？,式,诏,比,,式是关于官吏具体行为的专门法律，范围非常广泛，是唐朝律令格式法律体系的重要组成部分。诏是古代皇帝发布的命令。比是两汉到南北朝时期的法律形式，也是一种审判原则。,3
1130,1,,4,隋唐时期，我国当时的最高审判机关是：,大理寺,宗人府,刑部,,到了法律制度成熟完备的隋唐时期，监狱制度也完备了。央地区，有大理寺狱，大理寺是当时的最高审判机关。,3
1131,1,,4,中国古代刑制从野蛮时期到文明时期的转折点是：,汉文帝刑制改革,封建五刑制出现,肉刑被彻底废除,,汉文帝的刑制改革改变了原来包括肉刑的奴隶制五刑制度，这是奴隶制五刑向封建五刑制过度的开始，也是中国古代刑制从野蛮时期到文明时期的转折点。,3
1132,1,,4,《晋律》中的“杂抵罪”，即用夺爵位、除名籍和免官来抵罪，到后来到南朝时被称为：,官当,秋决,凌迟,,官当简称为当，又叫以官当徒，这是古代官吏享有的特权，在他们犯罪时可以用自己的官品抵挡徒刑，即起源于《晋律》中的“杂抵罪”。,3
1133,1,,4,强制犯人劳役的刑罚是封建制五刑中的：,徒,流,笞,,徒，强制犯人劳役的刑罚，分五等：一年，一年半，两年，两年半，三年。,3
1134,1,,4,我国古代“六礼七出”中的“七出”指的是什么？,婚姻解除条件,婚姻成立条件,婚姻持续基础,,七出是：一是无子，二是淫，三是不顺父母，四是口多言，五是盗窃，六是妒忌，七上恶疾，这是婚姻解除的条件。,3
1135,1,,4,皇帝定期派出使者，代表皇帝重新审理在押囚犯的制度指的的是：,大审,朝审,春秋决狱,,大审来自于汉唐时期皇帝的“录囚”制度，一是表示对可能存在的冤案的重视，二来也可以通过这种方式对司法审判系统进行监督，维护皇帝的最高司法权。,3
1136,1,,4,苍蝇飞到食物上后为什么要先搓脚？,闻味品味,手脚太脏,生理反应,,苍蝇没有鼻子，但是，它有另外的味觉器官，并且还不在头上脸上，而是在脚上。只要它飞到了食物上，就先用脚上的味觉器官去品一品食物的味道如何，然后，再用嘴去吃。因为苍蝇很贪吃，又喜欢到处飞，所以见到任何食物都要去尝一尝，这样一来，苍蝇的脚上就会沾有很多的食物，这样既不利于苍蝇飞行，又阻碍了它的味觉。所以苍蝇把脚搓来搓去，是为了把脚上沾的食物搓掉。,3
1137,1,,4,现代扑克起源于中国古代的什么游戏？,叶子戏,木板纸牌,打马,,现代扑克起源于中国唐代一种名叫“叶子戏”的游戏纸牌。相传早在秦末楚汉争斗时期，大将军韩信为了缓解士兵的思乡之愁，发明了一就是种纸牌游戏，因为牌面只有树叶大小，所以被称为“叶子戏”。据说这就是扑克牌的雏形。十二世纪时，马可·波罗把这种纸牌游戏带到了欧洲，立刻引起了西方人的极大兴趣。,3
1138,1,,4,原为满洲食品“萨其马”的本义是什么？,切成方块堆好,满洲公主的名字,油炸浇糖水,,萨其马，是满族的一种食物，做法是将面条炸熟后，用糖混合成小块。萨其马是北京著名京式四季糕点之一。过去在北京亦曾写作“沙其马”、“赛利马”等等。“萨其马”是满语的音译，在满语里，“萨其”是“萨是非”、“马拉本壁”的缩音，拥有“切”的意思，是因为“萨其马”属于一种“切糕”，再加上“码”的工序，即。切成方块，然后码起来。此词最早见于清朝乾隆年间傅桓等编的《御制增订清文鉴》。,3
1139,1,,4,“留学生”在古代的本义是什么？,留在中国学习的学生,留洋学习的学生,保留传统文化的学生,,7世纪以前，日本学习中国文化主要靠中国移民的传播。至推古天皇在位(593—629)、圣德太子摄政期间，日本开始直接向中国派遣“遣隋使”、“遣唐使”以及大批学生和僧人，主动学习中国文化，成为最早派人到中国留学的国家。而那些“遣隋使”、“遣唐使”回去之后，将那些学生留下来继续学习，所以称之为留学生，这就是留学生的由来。,3
1140,1,,4,世界上已知的最大活生物体它占地965公顷，这个生物叫？,奥氏蜜环菌,蓝鲸,巨型红杉,,奥氏蜜环菌是泡头菌科的一种真菌。它是美国西部最为常见的蜜环菌物种。奥氏蜜环菌是世界上已知的最大活生物体。在俄勒冈州，科学家们发现了一个超2400岁，占地超过8.8平方公里的样本。20世纪九十年代，在中国的大兴安岭和长白山地区也发现了该菌。奥氏蜜环菌对很多商业林木有很强的致病性。,3
1141,1,,4,以环烷烃、芳香烃为主的称为什么？,环烃基石油,石蜡基石油,中间基石油,,通常以烷烃为主的石油称为石蜡基石油;以环烷烃、芳香烃为主的称为环烃基石油;介于二者之间的称中间基石油。,3
1142,1,,4,以下哪部电影不曾获得金鸡奖最佳故事片或最佳纪录片？,毛泽东,周恩来,焦裕禄,,《周恩来》获第十二届电影金鸡奖最佳纪录片奖；<焦裕禄>，获第十一届中国电影金鸡奖最佳故事片奖；<孙中山>，第7届中国电影金鸡奖最佳故事片。,3
1143,1,,4,第一次近代意义的海上炮战。双方为率先采用密闭回旋炮塔的海战发生在哪里？,美国,英国,葡萄牙,,1862年3月9日，汉普敦海战发生于美国南北战争期间，是第一次近代意义的海上炮战.双方为率先采用密闭回旋炮塔的北方联邦莫尼特号，与南方邦联的弗吉尼亚号。,3
1144,1,,4,鹿鼎记中，四十二章经，共有几本？,8,25,42,,八旗旗主一人一本四十二章经，故有八本。,3
1145,1,,4,手心和大腿相比，汗腺比较多的部位是？,大腿,手心,一样多,,大腿出汗我们不易感觉得到，而手心感觉很明显。夏天会常感到屁股潮湿，就是这样的根据人体学分析大腿部位的汗腺比手心多的多。,3
1146,1,,4,中国第一次参加奥林匹克奥运会是哪一年？,1932,1936,1940,,中国首次参加奥运会是指美国洛杉矶举办的1932年7月30日第十届奥运会，刘长春代表中国出席第十届奥运会。,3
1147,1,,4,星期二所纪念的人物，因为什么事情被纪念？,捉狼精,追太阳,填海造陆,,星期二是为了纪念战神Tyr而由他的名字命名的。原是北欧神话里的战神，也是盎格鲁—撒克逊人的神。他用自己的手作诱饵，捉住了狼精，他的手却被狼精咬掉了。为了纪念他这种勇敢的精神，使用他的名字来命名Tuesday这一天。,3
1148,1,,4,为什么笛卡儿指着一筐兔子说，那是他的书？,提倡观察,那是他的宠物,家族图腾,他是经验主义者,笛卡儿他指出:如果想了解人体的构造，不应该相信希波克拉底或其他希腊权威所说的话，而应该把兔子加以解剖，并且亲自用眼睛观察心脏和肺在什么地方.观察和思考是他提出来的新的科学方法的两大原则。,4
1149,3,,5,影响电视图象的主要污染因素是,电磁辐射污染,大气污染,噪声污染,,电磁辐射污染，是指人类使用产生电磁辐射的器具而泄漏的电磁能量流传播到社区的室内外空气中，从而引起的结果。收看电视节目时，如果周围物体产生的电磁波被电视机接收，干扰电视机荧光屏，在荧光屏上产生雪花点，就会影响电视图象。,3
1150,1,,5,一个细胞1小时分裂3个，9小时可以把碗装满，多久后细胞可以达到碗的1/9,7小时,5小时,6小时,,一个细胞每小时分裂3个，则充满容器需要的9个小时里一共可以分裂3^9个，容器的1/9则需要3^9÷9(9=3^2)，同底指数相除则为指数相减，9-2=7，则最终结果为7个小时。,3
1151,1,,5,“外师造化，中得心源”是哪位中国古代画家的名言？,张璪,徐渭,唐寅,,“外师造化，中得心源”是唐代画家【张璪】所提出的艺术创作理论。“造化”，即大自然，“心源”即作者内心的感悟。“外师造化，中得心源”也就是说艺术创作来源于对大自然的师法，但是自然的美并不能够自动地成为艺术的美，对于这一转化过程，艺术家内心的情思和构设是不可或缺的。,3
1152,1,,5,DOS是早期个人计算机上的一种著名操作系统，请问它是哪年问世的？,1981年,1984年,1982年,,DOS是英文DiskOperatingSystem的缩写，意思是“磁盘操作系统”。DOS是个人计算机上的一类操作系统。从1981年直到1995年的15年间，DOS在IBMPC兼容机市场中占有举足轻重的地位。而且，若是把部分以DOS为基础的MicrosoftWindows版本，如Windows95、98和Me等都算进去的话，那么其商业寿命至少可以算到2000年。,3
1153,1,,5,下列作品中，不是出自鸟山明之手的是？,《全职猎人》,《龙珠Z》,《阿拉曼》,,《全职猎人》是漫画家富坚义博的一部力作，在富坚义博老师天马行空的想象力下为读者打造了一个奇妙的幻想世界，讲述了主人公小杰寻父道路上与朋友一起经历的各种冒险。,3
1154,1,,5,电影的诞生日是哪一天？,1895年12月28日,1870年7月12日,1935年3月19日,,路易卢米埃尔，原是法国里昂制造照相器材的工厂主。爱迪生的“电影视镜”传入法国后，他爱上了电影机的研究和制造事业。1895年3月，他终于发明了超越一切竞争这的“活动电影机”。1895年12月28日，路易卢米埃尔的父亲安东尼卢米埃尔带着儿子的这些影片来到巴黎卡普辛路号十四号“大咖啡馆”的底下室，组织了世界上的第一次电影公映。所以这一天被定为电影的诞生日。,3
1155,1,,5,为什么核电站不会像原子弹那样爆炸？,铀235的纯度不够,铀238的纯度不够,不以铀为主要原料,,核电站不会像原子弹那样爆炸，因为核燃料中铀-235的含量约为3％，而核炸药中的铀-235含量高达90％以上，正像啤酒和白酒都含有酒精，白酒因酒精含量高可以点燃，而啤酒则因酒精含量低却不能点燃一样。,3
1156,3,,5,世界上起源最早的保险是哪种？,海上保险,土地保险,人身保险,,海上保险起源最早，导源于14世纪。当时，意大利的借贷盛行于各都市，因其条件苛刻，利息惊人，双方都负有大的风险，盈利与承担风险责任的比例悬殊，素有冒险借贷之称。,3
1157,3,,5,1932年，清华大学招生试题中有一道题，上联“孙行者”，最合适的下联是：,胡适之,周作人,郁达夫,,"清华大学1931年入学考试国文试题，对“胡适之”的作答者是后来成为著名语言文字学家的周祖谟先生。""孙""对""胡""，姓对姓；“适”在古文中是“到，行”的意思，所以所以“行”对“适”，动词对动词;“之”和“者”是文言文里的常用虚词，所以“之”对“者”。所以""孙行者""对""胡适之""是绝对。",3
1158,1,,5,“管城子”指的是：,笔,墨,纸,,唐代韩愈曾写《毛颖传》，说毛笔被封在管城，叫“管城子”。后因为毛笔的代称。宋刘克庄《念奴娇》词：“颠毛虽秃，尚堪封管城子。”,3
1159,1,,5,唐代的“宅家”指的是：,皇帝,司徒,太傅,,唐代称皇帝为“圣人”，在皇宫里面称皇帝为“宅家”，因为皇权至高无上，“以天下为宅，四海为家”，故称“宅家”。,3
1160,1,,5,宋代被誉为“得山之骨”、“与山传神”的画家是谁？,范宽,李成,郭熙,,“得山之骨”“与山传神”这是历代人文墨家对宋代山水大家范宽的誉称。,3
1161,1,,5,“三藏真经”共多少部？,三十五,三十六,三十四,,《西游记》第八回我佛造经传极乐观音奉旨上长安里有这样的一句话————向佛前问曰：“如来有那三藏真经？”如来曰：“我有《法》一藏，谈天；《论》一藏，说地；《经》一藏，度鬼。三藏共计三十五部，该一万五千一百四十四卷，乃是修真之经，正善之门。,3
1162,1,,5,2007年邯郸发生特大盗窃案，被盗现金近5100万元，请估算5100万元纸币有多重？,586.5公斤 ,1785.5公斤 ,85.5公斤 ,,一张百元钞票重约1.15克ｘ510000＝586.5公斤,3
1163,1,,5,大唐王朝共存在了多少年？,289年,300年,388年,,唐朝，是中国历史上统一时间最长，国力最强盛的朝代之一。618年由陇西李氏建立，定都长安。627年，唐太宗李世民登基后开创了“贞观之治”。唐朝时同突厥、回纥、吐蕃、靺鞨关系密切，对外交流频繁，与天竺、新罗、日本和西方国家均有往来。政治制度也有所创新与完善，成为后世模板。唐诗、科技、文化艺术极其繁盛，具有多元化的特点。唐朝共历289年，20位皇帝，907年亡于农民战争。,3
1164,1,,5,我国第一个谈话类电视节目是？,《实话实说》,《焦点访谈》,《新闻联播》,,《实话实说》是中央电视台新闻评论部于1996年春季推出的一个新栏目，节目形式为群体现场交谈，类似的电视谈话节目在国外被称为＂脱口秀＂（TalkShow）。后来经过反复实验、多方咨询、不断改进，终于在1996年3月16日播出了首期节目，继而在4月28日正式定期开播《实话实说》。,3
1165,1,,5,仙剑一中以下哪颗灵珠的取得与战斗无关?,水,土,雷,,仙剑1中，水灵珠的获取是通过桃木剑交换获得的,3
1166,1,,5,龙葵生前的母亲名叫?,离,过,姜,,龙葵的母亲是离后,3
1167,1,,5,仙剑游戏中罗如烈死于谁之手？,生死未卜,景天,长卿,,冰风谷，罗如烈在仙三里跟主角打架打了两场最后大家都精疲力尽了，花楹孤注一掷，将他撞下冰河，罗如烈里生死未卜。,3
1168,1,,5,仙剑世界仅有一个厕所，请问在哪里?,安宁村,即墨,余杭镇,,细心的玩家会发现，仙剑1世界中真的少有厕所~~~,3
1169,1,,5,乔巴的吃下一个蓝波球后会有()种变形状态?,8,6,4,,第一段变形脚力强化；第二段变形重量强化；第三段变形头脑强化；第四段变形飞力(跳跃）强化,3
1170,1,,5,先知在仅携带散夜对剑（残废法球）和斯嘉蒂之眼（霜冻法球）2个物品时，攻击敌方英雄会,正常生效互不影响,有散夜对剑法球效果,只有斯嘉蒂之眼法球效果,,远程携带冰眼只是攻击特效双刀已经不算作法球,3
1171,1,,5,曹家祖孙三代有四人先后担任过江宁织造，其次序应是下面哪一个？,曹玺　曹寅　曹颙　曹頫,曹寅　曹玺　曹頫　曹颙,曹玺　曹寅　曹頫　曹颙,,曹雪芹的曾祖曹玺任江宁织造。曾祖母孙氏做过康熙帝玄烨的保姆。祖父曹寅做过玄烨的伴读和御前侍卫，后任江宁织造，兼任两淮巡盐监察御使，极受玄烨宠信。玄烨六下江南，其中四次由曹寅负责接驾，并住在曹家。曹寅病故，其子曹顒、曹頫先后继任江宁织造。他们祖孙三代四人担任此职达60年之久。,3
1172,1,,5,《红楼梦》曾在哪国被改编成歌剧上演？,朝鲜,日本,苏联,,朝鲜1960年代创作演出过的歌剧《红楼梦》,3
1173,1,,5,“双簧”是我国一门独特的曲艺形式，它得名于：,初演得两人都姓黄,表演者使用的乐器叫做簧,表演者巧舌如簧,,咸丰帝死后，慈禧太后专权，除了爱看戏，她也爱听曲艺说唱。据说一次传黄辅臣进宫演出，当时黄已经七十多岁不能演唱了，若进宫去唱不了，要问罪，不进宫是抗旨不遵，要杀头。怎么办？他想了个办法。他儿子也能弹能唱，于是就带他儿子进宫，表演时让他儿子蹲在袍子下面唱，他自己坐着弹弦子，唱时只张嘴学他儿子的口形。慈溪发现后并没怪罪，还说“你们这是双黄啊！”，双簧由此得名,3
1174,1,,5,最早发现的脂批真本《红楼梦》有几部？,四部,二部,五部,,最早发现的脂批真本《红楼梦》有四部：（一）“甲戌本阅再评”本。（二）“己卯本”。（三）“庚辰秋定本”。（四）有正戚序本。,3
1175,1,,5,神话传说中，玉皇大帝和王母娘娘是什么关系?,同事关系,母子关系,夫妻关系,,玉皇大帝全称全称“昊天金阙无上至尊自然妙有弥罗至真玉皇上帝”，又称“昊天通明宫玉皇大帝”、“玄穹高上玉皇大帝”，居住在玉清宫。道教认为玉皇为众神之王。在道教一些典籍的记载中说道，王母娘娘就是西王母，乃是天地至阴之气凝聚而成的，从盘古开天辟地时就已经修炼成形，是女仙之首，其修炼与居住之地为西昆仑。从宗教本源上来说，这两位除了工作关系以外是没有半毛钱关系的。,3
1176,1,,5,我国第一部详尽记载全国山脉、水道、风土、民情的地理书是？,《尚书·禹贡》,《水经》,《山水经》,,《尚书·禹贡》是我国自有文字以来首次阐述人与地关系的经典，是战国时魏国的人士托名大禹的著作，因而就以《禹贡》名篇，是他设想在当时诸侯称雄的局面统一之后所提出的治理国家的方案。这是一个宏伟周密的方案，不与寻常相等，故托名大禹，企望能够得到实际的施行。这篇《禹贡》以地理为径，分当时天下为九州，这是撰著者理想中的政治区划。此外兼载山脉、河流、土壤、田地、物产、道路，以及各地的部落，无不详加论列。,3
1177,1,,5,全球最大、最著名的拉链制造商是：,日本YKK集团,美国Belleville公司,德国TIZIP,,YKK集团创业于1934年，是世界拉链行业中的佼佼者，它是世界第一大拉链公司，也是技术最先进的拉链公司。YKK占据了高端拉链的绝大部分份额，其它的公司只能占领中低领域的市场。以紧扣拉链事业和建材事业为中心，在全球范围内开展业务。目前按世界范围的事业分区划分为中美、南美、EMEA（涵盖欧洲、中东、非洲地区）、东亚、ASAO（涵盖东南亚、南亚、大洋洲地区）以及日本等六大区域。在世界60个国家和地区拥有115家子公司。,3
1178,1,,5,华夏银行的标志C字形“玉龙”是哪个文化的代表？,红山文化,大汶口文化,河姆渡文化,,出土自内蒙古赤峰红山的大型碧玉C型龙，周身卷曲，吻部高昂，毛发飘举，极富动感，是红山文化玉器的代表作，被誉为“天下第一龙”。因赤峰境内多有龙表玉器出土，故赤峰被称为龙的故乡。,3
1179,1,,5,《红楼梦》，又叫《金陵十二钗》，“十二钗”的提法最早见于哪里？,《河中之水歌》,《诗经》,《不自弃文》,,《红楼梦》中“金陵十二钗”是指书中十二位绝色女子。然而，“十二叙”最初却是指物不是指人。南北朝萧衍的《河中之水歌》“河中之水向东流。洛阳女儿名莫愁。莫愁十三能织绮。十四采桑南陌头。十五嫁为卢家妇。十六生儿字阿侯。卢家兰室桂为梁。中有郁金苏合香。头上金钗十二行。足下丝履五文章。珊瑚挂镜烂生光。平头奴子擎履箱。人生富贵何所望。恨不早嫁东家王。”,3
1180,1,,5,王菲《幽兰操》中一句歌词是“文王梦熊”，周文王梦到的熊，预示着他会遇到谁？,姜太公,姬昌,南宫适,,“文王梦熊”是电影《孔子》主题曲《幽兰操》中的一句歌词，源自典故“飞熊入梦”。西汉司马迁《史记·齐太公世家》：“西伯将出猎，卜之，曰‘所获非龙非彲，非虎非罴；所获霸王之辅’。”商朝末年，周文王姬昌急需一个能文能武的人来辅佐，他苦苦寻找。一天他做了一个梦，梦见一只生有双翅的熊飞进自己的怀中。第二天他叫人占卜预示即可找到这个人，于是带领人马到渭水边找到直钩钓鱼的姜尚，他号飞熊，从此文王如虎添翼。,3
1181,1,,5,天府之国，历来不乏文人墨客，下列谁不是四川人？,杜甫,司马相如,陈子昂,,杜甫（712—770），字子美，自号少陵野老，杜少陵，杜工部等。中国古代伟大的现实主义诗人，号称“诗圣”。一生写诗一千四百多首。原籍湖北襄阳，生于河南巩县。杜甫并非四川人，却有四川颇有渊源。他曾移家成都，筑草堂于浣花溪上，世称浣花草堂。杜甫在成都有一段时间生活相对安定。一度在剑南兵马使严武幕中任参谋。后因剑南兵马使反，成都混乱，晚年携家出蜀，住梓州。,3
1182,1,,5,“鸳鸯”在古代最早的含义是：,兄弟,姐妹,夫妻,,中国古代，最早是把鸳鸯比作兄弟的。《文选》中有“昔为鸳和鸯，今为参与商”，“骨肉缘枝叶”等诗句，这是一首兄弟之间赠别的诗。晋人郑丰有《答陆士龙诗》四首，第一首《鸳鸯》的序文说：“鸳鸯，美贤也，有贤者二人，双飞东岳。”这里的鸳鸯是比喻陆机、陆远兄弟的。而以“鸳鸯”比作夫妻，直到唐代诗人卢照邻《长安古意》诗中才可见。诗中有“愿做鸳鸯不羡仙”一句，赞美了美好的爱情，之后一些文人竞相仿效。,3
1183,1,,5,为什么道士炼丹的次数称为“转”？,矿石变成液体再结晶的循环,以炼丹炉转的圈数计数,指炼丹的的天数,,《漢典》載：九转还丹即九转丹。《初刻拍案惊奇》卷十八：“在下此丹名为九转还丹，每九日火候一还，到九九八十一日开炉，丹物已成。”转即每九日火候一还。还，迴也。循迴、循環也（cycle）。炼丹将固态的矿石烧成液态，然后液态再冷却回复为固态，借此削弱水银的毒性，所以称为“转”。九转还丹，就是练了9次的丹药。,3
1184,1,,5,“大辟”是奴隶制五刑之一，即：,死刑,杖刑,宫刑,,大辟，即死刑。,3
1185,1,,5,古老神秘的傩文化最早发源于哪里？,江西湖南一带,青藏高原一带,陕西甘肃一带,,傩文化是一种远古的原始文化，是中国传统文化的一个重要组成部分。远古先民在征服自然中获得生息，繁衍后代，生存的欲望需要宗教（自然宗教）观念的帮助来超越自我，龙的传人以伟大的浪漫主义心性创造了灿烂的巫傩文化。“傩”乃人避其难之谓，意为“惊驱疫厉之鬼”。巫傩活动在赣鄱大地可上溯到殷商，故其最早发源于江西、湖南。,3
1186,1,,5,谁是中国历史上第一个拍照的人？,耆英,乾隆,慈禧,,1844年，法国摄影师于勒·埃迪尔跟从法国交际交易使团到我国澳门，与我国进行交易谈判。埃及尔带着的是达盖尔摄影机，并在其时拍照了最早的澳门相片。后来，埃及尔又到了广州，时任两广总督的耆英有幸变成我国第一个照相的本地官员。,3
1187,1,,5,毒品中的K粉其化学名称是什么？,氯胺酮,甲基苯丙胺,四氢大麻酚,,分离性麻醉剂。主体成分医学上称氯胺酮，全名为2－邻－氯苯基－2－甲氨基环已酮，是苯环已哌啶(PCP)的衍生物。因为其物理形状通常呈白色粉末，而英文名称的第一个字母是K，故俗称“K”粉。在医学临床上一般作为麻醉剂使用。,3
1188,2,科技军事,4,中国第一支警察部队成立于哪里？,天津,湖南,山东,北京,八国联军入侵中国后，因为《辛丑条约》的限制，中国政府失去了在天津驻军的权利，为此，赵秉钧在天津建立了中国第一支警察部队。,4
1189,2,科技军事,1,世界上第一个实现载人太空飞行的国家是？,俄罗斯（前苏联）,中国,美国,法国,世界上第一个实现载人太空飞行的国家是俄罗斯（前苏联），在当时代表了俄罗斯已经是同美国一样的军事大国。,4
1190,2,科技军事,1,现代战争已经发展为“五维空间”的角逐。“五维”是指？,海陆空天电,东南西北中,上下左右中,XYZTV,现代战争已经发展为“五维空间”的角逐，是指海陆空天电。表示了军事要发展的5个方向。,4
1191,2,科技军事,2,军事科学属于？,社会科学,自然科学,工业科学,技术科学,社会科学是以社会现象为研究对象的科学，它的任务是研究与阐述各种社会现象及其发展规律，涵盖政治学，经济学，军事学，法学等学科。,4
1192,2,科技军事,2,战争作为人类社会发展到一定历史阶段的特殊社会现象，产生于？,原始社会末期,外星人早期,宇宙早期,古代社会中期,战争是在原始社会后期出现的，据考古资料证明，最早的战争出现在中石器时代的初期。,4
1193,2,科技军事,3,战争按社会政治的性质可分为？,人民的战争和反人民的战争,战争和非战争,现代化战争和古代战争,防御战争和攻击战争,战争按社会政治的性质可分为：人民利益的战争和反人民的战争，这样分类目的是以人民为主来划分战争的意义。,4
1194,2,科技军事,3,什么是国防活动的实行者？,国防的主体,国家的客体,国家的本体,国家的反映体,国防的主体，是国防活动的实行者，通常为国家。国防能够捍卫国家主权、领土完整，防备外来侵略和颠覆。,4
1195,2,科技军事,3,中国的国防类型属于？,自卫型,攻击型,预防型,中立型,中国的国防类型属于保家卫国。主要以防御为主，经济为辅的特点。,4
1196,2,科技军事,1,我国古代边防建设的代表——长城始建于？,秦朝,明,清,宋,秦朝的长城是在连接了原来秦、赵、燕三国长城的基础上加以增筑的。,4
1197,2,科技军事,2,我国古代海防建设是始于？,明,秦,春秋战国,清,中国古代海防建设是从明代开始的。海防能够为防备和抵抗侵略，制止武装颠覆，保卫国家的主权、统一、领土完整和安全。,4
